Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2013-2014,All,20 and over,Non-Hispanic Black,Calcium,821.4,19.3,859.5,783.3,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Calcium,729.2,26.1,780.9,677.6,,,,
2013-2014,All,20 and over,Hispanic,Calcium,1019.7,25.3,1069.6,969.8,,,,
2013-2014,All,20 and over,Mexican American,Calcium,1058.7,37.9,1133.4,983.9,,,,
2013-2014,All,20-29,All,Calcium,1082.9,45.0,994.1,1171.7,,,,
2013-2014,All,30-39,All,Calcium,1003.2,19.3,965.2,1041.2,,,,
2013-2014,All,40-49,All,Calcium,974.4,21.7,931.5,1017.3,,,,
2013-2014,All,50-59,All,Calcium,917.2,25.3,867.1,967.2,,,,
2013-2014,All,60-69,All,Calcium,900.2,29.7,841.6,958.8,,,,
2013-2014,All,70 and over,All,Calcium,866.8,16.2,834.8,898.8,,,,
2013-2014,Female,2-19,All,Calcium,842.4,33.3,908.2,776.6,,,,
2013-2014,Female,2-5,All,Calcium,925.9,45.0,837.0,1014.8,,,,
2013-2014,Female,6-11,All,Calcium,960.2,28.1,904.6,1015.8,,,,
2013-2014,Female,12-19,All,Calcium,842.4,33.3,776.6,908.2,,,,
2013-2014,Female,20 and over,All,Calcium,851.9,10.9,873.3,830.4,,,,
2013-2014,Female,20-29,All,Calcium,872.1,32.8,807.3,937.0,,,,
2013-2014,Female,30-39,All,Calcium,911.9,27.9,856.9,966.9,,,,
2013-2014,Female,40-49,All,Calcium,864.6,23.6,818.0,911.1,,,,
2013-2014,Female,50-59,All,Calcium,828.5,30.0,769.2,887.7,,,,
2013-2014,Female,60-69,All,Calcium,813.8,30.4,753.8,873.8,,,,
2013-2014,Female,70 and over,All,Calcium,809.1,28.6,752.7,865.5,,,,
2013-2014,Male,2-19,All,Calcium,1185.8,35.4,1255.8,1115.8,,,,
2013-2014,Male,2-5,All,Calcium,939.8,33.6,873.4,1006.2,,,,
2013-2014,Male,6-11,All,Calcium,1175.2,41.5,1093.1,1257.3,,,,
2013-2014,Male,12-19,All,Calcium,1185.8,35.4,1115.8,1255.8,,,,
2013-2014,Male,20 and over,All,Calcium,1085.5,18.3,1121.6,1049.5,,,,
2013-2014,Male,20-29,All,Calcium,1284.3,65.0,1155.9,1412.7,,,,
2013-2014,Male,30-39,All,Calcium,1093.9,30.1,1034.4,1153.3,,,,
2013-2014,Male,40-49,All,Calcium,1091.6,40.8,1011.0,1172.2,,,,
2013-2014,Male,50-59,All,Calcium,1013.0,36.7,940.5,1085.5,,,,
2013-2014,Male,60-69,All,Calcium,996.6,41.1,915.5,1077.7,,,,
2013-2014,Male,70 and over,All,Calcium,939.5,40.6,859.4,1019.6,,,,
2013-2014,All,2-19,All,Dietary Fiber,14.5,0.4,15.3,13.8,,,,
2013-2014,All,2-19,Non-Hispanic White,Dietary Fiber,13.8,0.5,14.8,12.8,,,,
2013-2014,All,2-19,Non-Hispanic Black,Dietary Fiber,13.5,0.7,15.0,12.1,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Dietary Fiber,16.6,2.0,20.7,12.6,,,,
2013-2014,All,2-19,Hispanic,Dietary Fiber,16.6,0.9,18.4,14.8,,,,
2013-2014,All,2-19,Mexican American,Dietary Fiber,16.5,1.0,18.5,14.6,,,,
2013-2014,All,2-5,All,Dietary Fiber,11.6,0.4,10.8,12.4,,,,
2013-2014,All,6-11,All,Dietary Fiber,14.5,0.5,13.5,15.5,,,,
2013-2014,All,12-19,All,Dietary Fiber,14.5,0.4,13.8,15.3,,,,
2013-2014,All,20 and over,All,Dietary Fiber,17.1,0.3,17.6,16.5,,,,
2013-2014,All,20 and over,Non-Hispanic White,Dietary Fiber,16.6,0.3,17.3,16.0,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Dietary Fiber,15.4,0.5,16.4,14.4,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Dietary Fiber,18.7,0.7,20.1,17.2,,,,
2013-2014,All,20 and over,Hispanic,Dietary Fiber,19.7,0.7,21.0,18.3,,,,
2013-2014,All,20 and over,Mexican American,Dietary Fiber,21.1,0.9,22.9,19.3,,,,
2013-2014,All,20-29,All,Dietary Fiber,16.0,0.5,15.1,17.0,,,,
2013-2014,All,30-39,All,Dietary Fiber,17.8,0.4,17.1,18.6,,,,
2013-2014,All,40-49,All,Dietary Fiber,17.4,0.3,16.8,18.1,,,,
2013-2014,All,50-59,All,Dietary Fiber,17.3,0.6,16.1,18.5,,,,
2013-2014,All,60-69,All,Dietary Fiber,16.9,0.6,15.8,18.1,,,,
2013-2014,All,70 and over,All,Dietary Fiber,16.8,0.5,15.8,17.8,,,,
2013-2014,Female,2-19,All,Dietary Fiber,12.5,0.6,13.8,11.3,,,,
2013-2014,Female,2-5,All,Dietary Fiber,10.8,0.4,10.0,11.6,,,,
2013-2014,Female,6-11,All,Dietary Fiber,13.9,0.5,12.9,14.9,,,,
2013-2014,Female,12-19,All,Dietary Fiber,12.5,0.6,11.3,13.8,,,,
2013-2014,Female,20 and over,All,Dietary Fiber,15.4,0.3,15.9,14.8,,,,
2013-2014,Female,20-29,All,Dietary Fiber,14.3,0.4,13.5,15.1,,,,
2013-2014,Female,30-39,All,Dietary Fiber,16.5,0.5,15.6,17.5,,,,
2013-2014,Female,40-49,All,Dietary Fiber,16.0,0.4,15.2,16.7,,,,
2013-2014,Female,50-59,All,Dietary Fiber,15.3,0.7,13.8,16.7,,,,
2013-2014,Female,60-69,All,Dietary Fiber,15.2,0.6,14.1,16.3,,,,
2013-2014,Female,70 and over,All,Dietary Fiber,15.2,0.5,14.3,16.1,,,,
2013-2014,Male,2-19,All,Dietary Fiber,16.4,0.4,17.3,15.6,,,,
2013-2014,Male,2-5,All,Dietary Fiber,12.4,0.5,11.4,13.3,,,,
2013-2014,Male,6-11,All,Dietary Fiber,15.0,0.7,13.7,16.4,,,,
2013-2014,Male,12-19,All,Dietary Fiber,16.4,0.4,15.6,17.3,,,,
2013-2014,Male,20 and over,All,Dietary Fiber,18.8,0.4,19.6,18.0,,,,
2013-2014,Male,20-29,All,Dietary Fiber,17.7,0.8,16.2,19.3,,,,
2013-2014,Male,30-39,All,Dietary Fiber,19.1,0.5,18.1,20.2,,,,
2013-2014,Male,40-49,All,Dietary Fiber,19.0,0.7,17.7,20.4,,,,
2013-2014,Male,50-59,All,Dietary Fiber,19.5,0.9,17.7,21.3,,,,
2013-2014,Male,60-69,All,Dietary Fiber,18.9,0.9,17.1,20.7,,,,
2013-2014,Male,70 and over,All,Dietary Fiber,18.9,1.1,16.7,21.0,,,,
2013-2014,All,2-19,All,Iron,14.8,0.3,15.3,14.2,,,,
2013-2014,All,2-19,Non-Hispanic White,Iron,14.8,0.5,15.8,13.8,,,,
2013-2014,All,2-19,Non-Hispanic Black,Iron,14.1,0.4,14.9,13.2,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Iron,14.4,1.5,17.4,11.4,,,,
2013-2014,All,2-19,Hispanic,Iron,15.3,0.8,16.8,13.7,,,,
2013-2014,All,2-19,Mexican American,Iron,14.6,0.5,15.5,13.6,,,,
2013-2014,All,2-5,All,Iron,11.4,0.3,10.7,12.0,,,,
2013-2014,All,6-11,All,Iron,14.3,0.3,13.7,14.8,,,,
2013-2014,All,12-19,All,Iron,14.8,0.3,14.2,15.3,,,,
2013-2014,All,20 and over,All,Iron,14.5,0.1,14.8,14.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Iron,14.6,0.2,14.9,14.2,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Iron,14.1,0.2,14.6,13.7,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Iron,13.5,0.3,14.0,12.9,,,,
2013-2014,All,20 and over,Hispanic,Iron,15.1,0.3,15.8,14.5,,,,
2013-2014,All,20 and over,Mexican American,Iron,15.8,0.5,16.9,14.8,,,,
2013-2014,All,20-29,All,Iron,15.0,0.5,14.0,16.0,,,,
2013-2014,All,30-39,All,Iron,14.9,0.3,14.3,15.5,,,,
2013-2014,All,40-49,All,Iron,14.1,0.4,13.4,14.8,,,,
2013-2014,All,50-59,All,Iron,15.0,0.5,13.9,16.0,,,,
2013-2014,All,60-69,All,Iron,13.7,0.4,13.0,14.4,,,,
2013-2014,All,70 and over,All,Iron,14.2,0.5,13.2,15.1,,,,
2013-2014,Female,2-19,All,Iron,12.1,0.5,13.0,11.1,,,,
2013-2014,Female,2-5,All,Iron,10.8,0.4,10.0,11.6,,,,
2013-2014,Female,6-11,All,Iron,13.8,0.5,12.7,14.8,,,,
2013-2014,Female,12-19,All,Iron,12.1,0.5,11.1,13.0,,,,
2013-2014,Female,20 and over,All,Iron,12.6,0.2,12.9,12.2,,,,
2013-2014,Female,20-29,All,Iron,12.3,0.4,11.6,13.1,,,,
2013-2014,Female,30-39,All,Iron,13.1,0.2,12.6,13.5,,,,
2013-2014,Female,40-49,All,Iron,12.4,0.4,11.5,13.2,,,,
2013-2014,Female,50-59,All,Iron,13.1,0.8,11.5,14.6,,,,
2013-2014,Female,60-69,All,Iron,12.0,0.4,11.3,12.7,,,,
2013-2014,Female,70 and over,All,Iron,12.4,0.5,11.4,13.4,,,,
2013-2014,Male,2-19,All,Iron,17.4,0.8,18.9,15.9,,,,
2013-2014,Male,2-5,All,Iron,12.0,0.5,11.0,13.0,,,,
2013-2014,Male,6-11,All,Iron,14.7,0.3,14.0,15.3,,,,
2013-2014,Male,12-19,All,Iron,17.4,0.8,15.9,18.9,,,,
2013-2014,Male,20 and over,All,Iron,16.6,0.2,17.1,16.2,,,,
2013-2014,Male,20-29,All,Iron,17.6,0.8,16.0,19.2,,,,
2013-2014,Male,30-39,All,Iron,16.7,0.5,15.7,17.8,,,,
2013-2014,Male,40-49,All,Iron,16.0,0.6,14.8,17.2,,,,
2013-2014,Male,50-59,All,Iron,17.0,0.6,15.8,18.2,,,,
2013-2014,Male,60-69,All,Iron,15.6,0.5,14.5,16.6,,,,
2013-2014,Male,70 and over,All,Iron,16.5,0.9,14.6,18.3,,,,
2013-2014,All,2-19,All,Potassium,2163.3,28.0,2218.5,2108.0,,,,
2013-2014,All,2-19,Non-Hispanic White,Potassium,2310.8,53.0,2415.6,2206.1,,,,
2013-2014,All,2-19,Non-Hispanic Black,Potassium,2068.6,72.1,2211.0,1926.2,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Potassium,2542.7,183.9,2906.0,2179.4,,,,
2013-2014,All,2-19,Hispanic,Potassium,2357.5,90.0,2535.4,2179.6,,,,
2013-2014,All,2-19,Mexican American,Potassium,2246.7,76.1,2397.1,2096.3,,,,
2013-2014,All,2-5,All,Potassium,1911.6,67.9,1777.5,2045.7,,,,
2013-2014,All,6-11,All,Potassium,2161.4,39.3,2083.8,2239.1,,,,
2013-2014,All,12-19,All,Potassium,2276.0,45.2,2186.7,2365.2,,,,
2013-2014,All,20 and over,All,Potassium,2657.6,30.9,2718.5,2596.6,,,,
2013-2014,All,20 and over,Non-Hispanic White,Potassium,2697.2,33.8,2763.9,2630.4,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Potassium,2448.8,43.6,2535.1,2362.6,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Potassium,2574.4,56.4,2685.9,2462.9,,,,
2013-2014,All,20 and over,Hispanic,Potassium,2695.2,70.2,2833.8,2556.6,,,,
2013-2014,All,20 and over,Mexican American,Potassium,2730.0,91.7,2911.2,2548.8,,,,
2013-2014,All,20-29,All,Potassium,2593.6,68.5,2458.3,2729.0,,,,
2013-2014,All,30-39,All,Potassium,2678.7,35.5,2608.6,2748.7,,,,
2013-2014,All,40-49,All,Potassium,2742.0,34.2,2674.4,2809.6,,,,
2013-2014,All,50-59,All,Potassium,2736.2,54.3,2629.0,2843.4,,,,
2013-2014,All,60-69,All,Potassium,2587.4,57.0,2474.7,2700.1,,,,
2013-2014,All,70 and over,All,Potassium,2565.3,50.1,2466.4,2664.2,,,,
2013-2014,Female,2-19,All,Potassium,1888.0,37.1,1961.3,1814.6,,,,
2013-2014,Female,2-5,All,Potassium,1809.5,79.9,1651.8,1967.3,,,,
2013-2014,Female,6-11,All,Potassium,1961.9,49.3,1864.5,2059.3,,,,
2013-2014,Female,12-19,All,Potassium,1873.3,63.2,1748.4,1998.1,,,,
2013-2014,Female,20 and over,All,Potassium,2320.0,35.0,2389.1,2250.9,,,,
2013-2014,Female,20-29,All,Potassium,2158.3,55.0,2049.6,2266.9,,,,
2013-2014,Female,30-39,All,Potassium,2364.4,63.9,2238.2,2490.5,,,,
2013-2014,Female,40-49,All,Potassium,2405.5,40.7,2325.2,2485.8,,,,
2013-2014,Female,50-59,All,Potassium,2390.2,62.0,2267.7,2512.8,,,,
2013-2014,Female,60-69,All,Potassium,2300.6,86.4,2129.8,2471.3,,,,
2013-2014,Female,70 and over,All,Potassium,2290.4,56.9,2178.0,2402.7,,,,
2013-2014,Male,2-19,All,Potassium,2423.3,37.0,2496.4,2350.2,,,,
2013-2014,Male,2-5,All,Potassium,2019.1,76.9,1867.3,2171.0,,,,
2013-2014,Male,6-11,All,Potassium,2332.4,53.1,2227.5,2437.3,,,,
2013-2014,Male,12-19,All,Potassium,2665.3,41.8,2582.8,2747.8,,,,
2013-2014,Male,20 and over,All,Potassium,3016.1,36.0,3087.1,2945.0,,,,
2013-2014,Male,20-29,All,Potassium,3009.5,96.6,2818.7,3200.4,,,,
2013-2014,Male,30-39,All,Potassium,2990.8,53.9,2884.3,3097.2,,,,
2013-2014,Male,40-49,All,Potassium,3101.0,74.4,2954.0,3248.0,,,,
2013-2014,Male,50-59,All,Potassium,3109.9,74.6,2962.5,3257.3,,,,
2013-2014,Male,60-69,All,Potassium,2907.6,55.2,2798.6,3016.6,,,,
2013-2014,Male,70 and over,All,Potassium,2911.9,89.5,2735.0,3088.7,,,,
2013-2014,All,2-19,All,Saturated Fat,26.0,0.5,25.0,26.9,,,,
2013-2014,All,2-19,Non-Hispanic White,Saturated Fat,26.1,1.0,24.3,28.0,,,,
2013-2014,All,2-19,Non-Hispanic Black,Saturated Fat,26.0,1.4,23.3,28.7,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Saturated Fat,22.6,1.5,19.6,25.6,,,,
2013-2014,All,2-19,Hispanic,Saturated Fat,26.9,1.5,23.9,29.8,,,,
2013-2014,All,2-19,Mexican American,Saturated Fat,25.8,1.5,22.8,28.8,,,,
2013-2014,All,2-5,All,Saturated Fat,19.4,0.6,18.3,20.5,,,,
2013-2014,All,6-11,All,Saturated Fat,26.3,0.8,24.6,27.9,,,,
2013-2014,All,12-19,All,Saturated Fat,26.0,0.5,25.0,26.9,,,,
2013-2014,All,20 and over,All,Saturated Fat,26.8,0.3,26.2,27.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Saturated Fat,27.3,0.4,26.5,28.0,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Saturated Fat,26.9,0.7,25.6,28.2,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Saturated Fat,19.1,0.7,17.7,20.6,,,,
2013-2014,All,20 and over,Hispanic,Saturated Fat,26.8,0.7,25.4,28.2,,,,
2013-2014,All,20 and over,Mexican American,Saturated Fat,27.3,1.1,25.1,29.4,,,,
2013-2014,All,20-29,All,Saturated Fat,29.4,1.0,27.5,31.3,,,,
2013-2014,All,30-39,All,Saturated Fat,28.0,0.6,26.8,29.2,,,,
2013-2014,All,40-49,All,Saturated Fat,27.1,0.6,25.9,28.3,,,,
2013-2014,All,50-59,All,Saturated Fat,26.4,0.8,24.9,27.9,,,,
2013-2014,All,60-69,All,Saturated Fat,25.0,0.8,23.4,26.5,,,,
2013-2014,All,70 and over,All,Saturated Fat,23.1,0.7,21.7,24.5,,,,
2013-2014,Female,2-19,All,Saturated Fat,21.3,0.9,19.4,23.1,,,,
2013-2014,Female,2-5,All,Saturated Fat,18.8,0.8,17.3,20.4,,,,
2013-2014,Female,6-11,All,Saturated Fat,23.6,0.5,22.5,24.6,,,,
2013-2014,Female,12-19,All,Saturated Fat,21.3,0.9,19.4,23.1,,,,
2013-2014,Female,20 and over,All,Saturated Fat,22.9,0.2,22.4,23.4,,,,
2013-2014,Female,20-29,All,Saturated Fat,24.3,1.1,22.2,26.4,,,,
2013-2014,Female,30-39,All,Saturated Fat,24.6,0.7,23.3,26.0,,,,
2013-2014,Female,40-49,All,Saturated Fat,23.6,0.7,22.3,24.9,,,,
2013-2014,Female,50-59,All,Saturated Fat,22.1,0.6,20.8,23.3,,,,
2013-2014,Female,60-69,All,Saturated Fat,21.7,0.8,20.2,23.2,,,,
2013-2014,Female,70 and over,All,Saturated Fat,20.3,0.8,18.8,21.8,,,,
2013-2014,Male,2-19,All,Saturated Fat,30.5,0.8,28.9,32.1,,,,
2013-2014,Male,2-5,All,Saturated Fat,20.1,0.6,19.0,21.2,,,,
2013-2014,Male,6-11,All,Saturated Fat,28.5,1.3,26.0,31.1,,,,
2013-2014,Male,12-19,All,Saturated Fat,30.5,0.8,28.9,32.1,,,,
2013-2014,Male,20 and over,All,Saturated Fat,30.9,0.5,29.9,31.8,,,,
2013-2014,Male,20-29,All,Saturated Fat,34.3,1.2,32.0,36.6,,,,
2013-2014,Male,30-39,All,Saturated Fat,31.3,0.9,29.5,33.1,,,,
2013-2014,Male,40-49,All,Saturated Fat,30.8,1.2,28.4,33.1,,,,
2013-2014,Male,50-59,All,Saturated Fat,31.1,1.1,29.0,33.2,,,,
2013-2014,Male,60-69,All,Saturated Fat,28.7,1.2,26.4,30.9,,,,
2013-2014,Male,70 and over,All,Saturated Fat,26.6,1.1,24.4,28.8,,,,
2013-2014,All,2-19,All,Sodium,3411.4,68.8,3275.5,3547.3,,,,
2013-2014,All,2-19,Non-Hispanic White,Sodium,3408.3,105.6,3199.7,3617.0,,,,
2013-2014,All,2-19,Non-Hispanic Black,Sodium,3331.9,162.3,3011.2,3652.6,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Sodium,3616.8,198.8,3224.0,4009.6,,,,
2013-2014,All,2-19,Hispanic,Sodium,3493.7,141.3,3214.6,3772.9,,,,
2013-2014,All,2-19,Mexican American,Sodium,3361.9,114.5,3135.6,3588.2,,,,
2013-2014,All,2-5,All,Sodium,2248.2,56.1,2137.4,2358.9,,,,
2013-2014,All,6-11,All,Sodium,2992.2,53.2,2887.0,3097.4,,,,
2013-2014,All,12-19,All,Sodium,3411.4,68.8,3275.5,3547.3,,,,
2013-2014,All,20 and over,All,Sodium,3528.9,30.1,3469.6,3588.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Sodium,3504.9,31.2,3443.3,3566.6,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Sodium,3512.9,77.4,3359.9,3665.8,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Sodium,3644.6,125.4,3396.8,3892.4,,,,
2013-2014,All,20 and over,Hispanic,Sodium,3603.3,70.3,3464.4,3742.2,,,,
2013-2014,All,20 and over,Mexican American,Sodium,3725.0,113.0,3501.7,3948.3,,,,
2013-2014,All,20-29,All,Sodium,3852.6,77.8,3698.9,4006.3,,,,
2013-2014,All,30-39,All,Sodium,3773.6,65.0,3645.2,3901.9,,,,
2013-2014,All,40-49,All,Sodium,3641.6,62.0,3519.1,3764.0,,,,
2013-2014,All,50-59,All,Sodium,3461.3,77.5,3308.3,3614.3,,,,
2013-2014,All,60-69,All,Sodium,3238.7,79.1,3082.5,3394.9,,,,
2013-2014,All,70 and over,All,Sodium,2962.9,57.0,2850.3,3075.5,,,,
2013-2014,Female,2-19,All,Sodium,2844.0,89.6,2667.0,3021.0,,,,
2013-2014,Female,2-5,All,Sodium,2107.7,65.7,1977.9,2237.6,,,,
2013-2014,Female,6-11,All,Sodium,2766.6,56.0,2656.1,2877.2,,,,
2013-2014,Female,12-19,All,Sodium,2844.0,89.6,2667.0,3021.0,,,,
2013-2014,Female,20 and over,All,Sodium,2997.4,22.1,2953.8,3040.9,,,,
2013-2014,Female,20-29,All,Sodium,3210.2,72.6,3066.8,3353.5,,,,
2013-2014,Female,30-39,All,Sodium,3269.5,64.0,3143.0,3396.0,,,,
2013-2014,Female,40-49,All,Sodium,3067.8,59.9,2949.5,3186.1,,,,
2013-2014,Female,50-59,All,Sodium,2894.1,70.7,2754.3,3033.8,,,,
2013-2014,Female,60-69,All,Sodium,2837.0,87.4,2664.4,3009.6,,,,
2013-2014,Female,70 and over,All,Sodium,2596.9,66.0,2466.5,2727.2,,,,
2013-2014,Male,2-19,All,Sodium,3960.0,91.8,3778.6,4141.3,,,,
2013-2014,Male,2-5,All,Sodium,2396.1,62.5,2272.7,2519.6,,,,
2013-2014,Male,6-11,All,Sodium,3185.4,94.5,2998.7,3372.2,,,,
2013-2014,Male,12-19,All,Sodium,3960.0,91.8,3778.6,4141.3,,,,
2013-2014,Male,20 and over,All,Sodium,4093.5,53.3,3988.2,4198.8,,,,
2013-2014,Male,20-29,All,Sodium,4466.4,106.3,4256.5,4676.3,,,,
2013-2014,Male,30-39,All,Sodium,4274.1,112.5,4051.8,4496.3,,,,
2013-2014,Male,40-49,All,Sodium,4253.7,115.6,4025.4,4482.0,,,,
2013-2014,Male,50-59,All,Sodium,4074.1,119.9,3837.3,4310.9,,,,
2013-2014,Male,60-69,All,Sodium,3687.2,94.7,3500.2,3874.2,,,,
2013-2014,Male,70 and over,All,Sodium,3424.4,86.7,3253.2,3595.6,,,,
2013-2014,All,2-19,All,Vitamin D,4.9,0.2,4.5,5.2,,,,
2013-2014,All,2-19,Non-Hispanic White,Vitamin D,5.1,0.2,4.6,5.5,,,,
2013-2014,All,2-19,Non-Hispanic Black,Vitamin D,3.7,0.2,3.3,4.2,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Vitamin D,5.4,1.0,3.4,7.3,,,,
2013-2014,All,2-19,Hispanic,Vitamin D,5.1,0.3,4.6,5.7,,,,
2013-2014,All,2-19,Mexican American,Vitamin D,4.7,0.3,4.1,5.3,,,,
2013-2014,All,2-5,All,Vitamin D,5.8,0.3,5.3,6.4,,,,
2013-2014,All,6-11,All,Vitamin D,5.5,0.2,5.2,5.8,,,,
2013-2014,All,12-19,All,Vitamin D,4.9,0.2,4.5,5.2,,,,
2013-2014,All,20 and over,All,Vitamin D,4.8,0.2,4.4,5.1,,,,
2013-2014,All,20 and over,Non-Hispanic White,Vitamin D,5.0,0.2,4.6,5.4,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Vitamin D,4.0,0.2,3.7,4.3,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Vitamin D,4.5,0.3,4.0,5.1,,,,
2013-2014,All,20 and over,Hispanic,Vitamin D,4.5,0.2,4.1,4.9,,,,
2013-2014,All,20 and over,Mexican American,Vitamin D,4.2,0.3,3.7,4.7,,,,
2013-2014,All,20-29,All,Vitamin D,5.1,0.4,4.4,5.8,,,,
2013-2014,All,30-39,All,Vitamin D,4.2,0.2,3.9,4.5,,,,
2013-2014,All,40-49,All,Vitamin D,4.9,0.4,4.1,5.7,,,,
2013-2014,All,50-59,All,Vitamin D,4.6,0.3,4.1,5.2,,,,
2013-2014,All,60-69,All,Vitamin D,4.6,0.4,3.9,5.4,,,,
2013-2014,All,70 and over,All,Vitamin D,5.0,0.2,4.6,5.3,,,,
2013-2014,Female,2-19,All,Vitamin D,3.7,0.2,3.4,4.0,,,,
2013-2014,Female,2-5,All,Vitamin D,5.6,0.4,4.9,6.4,,,,
2013-2014,Female,6-11,All,Vitamin D,4.7,0.1,4.5,4.9,,,,
2013-2014,Female,12-19,All,Vitamin D,3.7,0.2,3.4,4.0,,,,
2013-2014,Female,20 and over,All,Vitamin D,4.0,0.1,3.8,4.2,,,,
2013-2014,Female,20-29,All,Vitamin D,4.0,0.3,3.5,4.6,,,,
2013-2014,Female,30-39,All,Vitamin D,3.8,0.3,3.3,4.3,,,,
2013-2014,Female,40-49,All,Vitamin D,3.6,0.2,3.2,4.1,,,,
2013-2014,Female,50-59,All,Vitamin D,4.1,0.2,3.8,4.4,,,,
2013-2014,Female,60-69,All,Vitamin D,4.2,0.4,3.5,4.9,,,,
2013-2014,Female,70 and over,All,Vitamin D,4.4,0.2,4.0,4.8,,,,
2013-2014,Male,2-19,All,Vitamin D,6.0,0.3,5.4,6.6,,,,
2013-2014,Male,2-5,All,Vitamin D,6.1,0.5,5.0,7.1,,,,
2013-2014,Male,6-11,All,Vitamin D,6.1,0.3,5.6,6.6,,,,
2013-2014,Male,12-19,All,Vitamin D,6.0,0.3,5.4,6.6,,,,
2013-2014,Male,20 and over,All,Vitamin D,5.5,0.3,5.0,6.1,,,,
2013-2014,Male,20-29,All,Vitamin D,6.1,0.7,4.8,7.5,,,,
2013-2014,Male,30-39,All,Vitamin D,4.6,0.2,4.2,5.0,,,,
2013-2014,Male,40-49,All,Vitamin D,6.3,0.8,4.7,7.9,,,,
2013-2014,Male,50-59,All,Vitamin D,5.2,0.5,4.3,6.1,,,,
